periodo,anio,fecha_descarga,distrito_fiscal,tipo_fiscalia,materia,especialidad,tipo_caso,especilizada,ingresado,atendido,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
ENERO - FEBRERO,2026,05/03/2026,TUMBES,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,5,5,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,6,6,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,14,13,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,2,1,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS ADUANEROS Y CONTRA LA PROPIEDAD INTELECTUAL,40,37,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,53,49,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,4,4,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRATA DE PERSONAS,18,17,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,PROVINCIAL,PENAL,PENAL,DENUNCIA,LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,1,1,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,32,32,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,245,243,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,PROVINCIAL,PENAL,PENAL,DENUNCIA,,951,798,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,6,6,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,4,4,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,1,1,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,10,10,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,114,97,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,SUPERIOR,PENAL,PENAL,CONSULTAS,,20,20,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,SUPERIOR,PENAL,PENAL,DENUNCIA,,3,3,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,1,1,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,SUPERIOR,PENAL,PENAL,QUEJAS,,83,83,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,5,4,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,,1,0,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,61,45,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,209,116,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,24,23,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,79,40,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,27,24,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,1,0,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,1,1,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,9,8,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,96,45,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,87,83,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,148,103,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,PROVINCIAL,PENAL,PENAL,DENUNCIA,,2882,2157,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,6,4,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,1,1,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,10,10,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,8,8,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,11,9,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,5,5,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,4,4,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,10,10,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,152,97,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,4,4,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,1,1,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,PENAL,PENAL,CONSULTAS,,33,30,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,6,6,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,PENAL,PENAL,DENUNCIA,,19,17,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,2,2,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,PENAL,PENAL,EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,1,0,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,7,6,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,14,14,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,UCAYALI,SUPERIOR,PENAL,PENAL,QUEJAS,,166,86,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,25/03/2026
